experiment_id,scenario,experiment_phase,collector_session_id,collection_id,collection_sequence,cycle_started_at,cycle_completed_at,acquisition_window_ms,sampling_skew_ms,original_bottle_count,sent_bottle_count,bottle_count_from_pi,total_bottle,process_state,bottle_in_batch,last_processed_batch_count,bottle_remainder,pusher_output,ready_for_next_batch,batch_full,raspi_read_status,openplc_read_status,register_read_status,coil_read_status,send_status,source_match,cross_layer_match,plc_internal_match,raspi_acquisition_success,openplc_acquisition_success,pairing_status
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000046,46,2026-07-28T11:51:57.485Z,2026-07-28T11:51:57.532Z,47.716,11.0,,,,,3,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000047,47,2026-07-28T11:51:58.485Z,2026-07-28T11:51:58.523Z,38.442,7.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000048,48,2026-07-28T11:51:59.486Z,2026-07-28T11:51:59.536Z,49.944,6.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000049,49,2026-07-28T11:52:00.486Z,2026-07-28T11:52:00.541Z,55.034,15.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000050,50,2026-07-28T11:52:01.487Z,2026-07-28T11:52:01.527Z,40.695,5.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000051,51,2026-07-28T11:52:02.487Z,2026-07-28T11:52:02.524Z,37.362,8.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000052,52,2026-07-28T11:52:03.487Z,2026-07-28T11:52:03.524Z,36.657,1.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,SUCCESS,,,,TRUE,FALSE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000053,53,2026-07-28T11:52:04.488Z,2026-07-28T11:52:07.531Z,3043.661,3011.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,SUCCESS,,,,TRUE,FALSE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000054,54,2026-07-28T11:52:07.536Z,2026-07-28T11:52:10.593Z,3057.16,3016.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,FAILED,,,,TRUE,FALSE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000055,55,2026-07-28T11:52:10.607Z,2026-07-28T11:52:13.649Z,3042.559,3005.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,FAILED,,,,TRUE,FALSE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000056,56,2026-07-28T11:52:13.664Z,2026-07-28T11:52:16.707Z,3042.452,3009.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,FAILED,,,,TRUE,FALSE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000057,57,2026-07-28T11:52:16.711Z,2026-07-28T11:52:19.841Z,3129.862,3012.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,FAILED,,,,TRUE,FALSE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000058,58,2026-07-28T11:52:19.855Z,2026-07-28T11:52:22.904Z,3049.143,3003.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,FAILED,,,,TRUE,FALSE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000059,59,2026-07-28T11:52:22.918Z,2026-07-28T11:52:25.968Z,3049.263,3014.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,FAILED,,,,TRUE,FALSE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000060,60,2026-07-28T11:52:25.984Z,2026-07-28T11:52:29.031Z,3047.407,3003.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,FAILED,,,,TRUE,FALSE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000061,61,2026-07-28T11:52:29.036Z,2026-07-28T11:52:32.096Z,3059.998,3014.0,,,,,,,,,,,,SUCCESS,FAILED,FAILED,FAILED,FAILED,,,,TRUE,FALSE,PAIRED
